234.000 	 33.8900 
235.000 	 34.1300 
236.000 	 34.3800 
237.000 	 34.6300 
238.000 	 34.8700 
239.000 	 35.1200 
240.000 	 35.3700 
241.000 	 35.6200 
242.000 	 35.8700 
243.000 	 36.1200 
244.000 	 36.3700 
245.000 	 36.6300 
246.000 	 36.8800 
247.000 	 37.1300 
248.000 	 37.3900 
249.000 	 37.6400 
250.000 	 37.9000 
251.000 	 38.1500 
252.000 	 38.4100 
253.000 	 38.6600 
254.000 	 38.9200 
255.000 	 39.1800 
256.000 	 39.4400 
257.000 	 39.7000 
258.000 	 39.9600 
259.000 	 40.2200 
260.000 	 40.4800 
261.000 	 40.7400 
262.000 	 41.0000 
263.000 	 41.2700 
264.000 	 41.5300 
265.000 	 41.7900 
266.000 	 42.0600 
267.000 	 42.3200 
268.000 	 42.5900 
269.000 	 42.8600 
270.000 	 43.1200 
271.000 	 43.3900 
272.000 	 43.6600 
273.000 	 43.9300 
274.000 	 44.2000 
275.000 	 44.4700 
276.000 	 44.7400 
277.000 	 45.0100 
278.000 	 45.2800 
279.000 	 45.5500 
280.000 	 45.8300 
281.000 	 46.1000 
282.000 	 46.3700 
283.000 	 46.6500 
284.000 	 46.9200 
285.000 	 47.2000 
286.000 	 47.4700 
287.000 	 47.7500 
288.000 	 48.0300 
289.000 	 48.3000 
290.000 	 48.5800 
291.000 	 48.8600 
292.000 	 49.1400 
293.000 	 49.4200 
294.000 	 49.7000 
295.000 	 49.9800 
296.000 	 50.2600 
297.000 	 50.5400 
298.000 	 50.8300 
299.000 	 51.1100 
300.000 	 51.3900 
301.000 	 51.6800 
302.000 	 51.9600 
303.000 	 52.2500 
304.000 	 52.5300 
305.000 	 52.8200 
306.000 	 53.1100 
307.000 	 53.3900 
308.000 	 53.6800 
309.000 	 53.9700 
310.000 	 54.2600 
311.000 	 54.5500 
312.000 	 54.8400 
313.000 	 55.1300 
314.000 	 55.4200 
315.000 	 55.7100 
316.000 	 56.0000 
317.000 	 56.2900 
318.000 	 56.5900 
319.000 	 56.8800 
320.000 	 57.1700 
321.000 	 57.4700 
322.000 	 57.7600 
323.000 	 58.0600 
324.000 	 58.3500 
325.000 	 58.6500 
326.000 	 58.9500 
327.000 	 59.2400 
328.000 	 59.5400 
329.000 	 59.8400 
330.000 	 60.1400 
