0.00303398	1	-0.499685
0.00606796	1	-0.499375
0.00910194	0.999999	-0.499068
0.0121359	0.999998	-0.498766
0.0151699	0.999995	-0.498466
0.0182039	0.999991	-0.498169
0.0212379	0.999986	-0.497874
0.0242718	0.999979	-0.497581
0.0273058	0.99997	-0.49729
0.0303398	0.999958	-0.497
0.0333738	0.999944	-0.496711
0.0364078	0.999927	-0.496423
0.0394417	0.999906	-0.496134
0.0424757	0.999882	-0.495845
0.0455097	0.999853	-0.495556
0.0485437	0.999821	-0.495265
0.0515777	0.999783	-0.494974
0.0546117	0.999741	-0.49468
0.0576456	0.999694	-0.494385
0.0606796	0.99964	-0.494088
0.0637136	0.999581	-0.493787
0.0667476	0.999516	-0.493484
0.0697816	0.999444	-0.493178
0.0728155	0.999365	-0.492868
0.0758495	0.999278	-0.492555
0.0788835	0.999184	-0.492237
0.0819175	0.999082	-0.491915
0.0849515	0.998972	-0.491588
0.0879854	0.998852	-0.491257
0.0910194	0.998724	-0.49092
0.0940534	0.998586	-0.490577
0.0970874	0.998438	-0.490229
0.100121	0.99828	-0.489875
0.103155	0.998111	-0.489515
0.106189	0.997932	-0.489148
0.109223	0.997741	-0.488774
0.112257	0.997538	-0.488393
0.115291	0.997323	-0.488005
0.118325	0.997095	-0.487609
0.121359	0.996855	-0.487205
0.124393	0.996601	-0.486794
0.127427	0.996333	-0.486374
0.130461	0.996052	-0.485946
0.133495	0.995755	-0.485509
0.136529	0.995444	-0.485063
0.139563	0.995118	-0.484608
0.142597	0.994776	-0.484144
0.145631	0.994418	-0.48367
0.148665	0.994043	-0.483186
0.151699	0.993651	-0.482692
0.154733	0.993242	-0.482188
0.157767	0.992816	-0.481674
0.160801	0.992371	-0.481149
0.163835	0.991907	-0.480614
0.166869	0.991425	-0.480067
0.169903	0.990923	-0.479509
0.172937	0.990402	-0.47894
0.175971	0.98986	-0.47836
0.179005	0.989297	-0.477767
0.182039	0.988714	-0.477163
0.185073	0.988109	-0.476547
0.188107	0.987482	-0.475918
0.191141	0.986833	-0.475277
0.194175	0.986161	-0.474624
0.197209	0.985466	-0.473958
0.200243	0.984748	-0.473279
0.203277	0.984005	-0.472587
0.206311	0.983239	-0.471881
0.209345	0.982447	-0.471163
0.212379	0.981631	-0.470431
0.215413	0.980789	-0.469685
0.218447	0.979921	-0.468925
0.221481	0.979027	-0.468152
0.224515	0.978106	-0.467364
0.227549	0.977158	-0.466563
0.230583	0.976182	-0.465747
0.233617	0.975179	-0.464916
0.23665	0.974147	-0.464071
0.239684	0.973087	-0.463212
0.242718	0.971998	-0.462338
0.245752	0.970879	-0.461448
0.248786	0.969731	-0.460544
0.25182	0.968553	-0.459625
0.254854	0.967345	-0.45869
0.257888	0.966105	-0.45774
0.260922	0.964835	-0.456775
0.263956	0.963533	-0.455794
0.26699	0.9622	-0.454798
0.270024	0.960834	-0.453786
0.273058	0.959437	-0.452758
0.276092	0.958006	-0.451714
0.279126	0.956543	-0.450655
0.28216	0.955046	-0.44958
0.285194	0.953516	-0.448488
0.288228	0.951953	-0.447381
0.291262	0.950355	-0.446257
0.294296	0.948723	-0.445118
0.29733	0.947057	-0.443962
0.300364	0.945355	-0.442789
0.303398	0.943619	-0.441601
0.306432	0.941848	-0.440396
0.309466	0.940041	-0.439175
0.3125	0.938199	-0.437938
0.315534	0.936321	-0.436684
0.318568	0.934407	-0.435414
0.321602	0.932458	-0.434127
0.324636	0.930471	-0.432824
0.32767	0.928449	-0.431504
0.330704	0.92639	-0.430168
0.333738	0.924295	-0.428816
0.336772	0.922163	-0.427448
0.339806	0.919994	-0.426062
0.34284	0.917788	-0.424661
0.345874	0.915545	-0.423244
0.348908	0.913265	-0.42181
0.351942	0.910949	-0.420359
0.354976	0.908595	-0.418893
0.35801	0.906204	-0.417411
0.361044	0.903776	-0.415912
0.364078	0.901312	-0.414397
0.367112	0.89881	-0.412867
0.370146	0.896271	-0.411321
0.37318	0.893695	-0.409758
0.376214	0.891082	-0.40818
0.379248	0.888433	-0.406586
0.382282	0.885746	-0.404977
0.385316	0.883024	-0.403352
0.38835	0.880264	-0.401712
0.391383	0.877468	-0.400057
0.394417	0.874636	-0.398387
