0.0151699	0.999999	-0.498468
0.0303398	0.999995	-0.497019
0.0455097	0.999984	-0.49562
0.0606796	0.99996	-0.494246
0.0758495	0.999921	-0.492871
0.0910194	0.99986	-0.491478
0.106189	0.999772	-0.49005
0.121359	0.999653	-0.488573
0.136529	0.999497	-0.487038
0.151699	0.999299	-0.485436
0.166869	0.999051	-0.48376
0.182039	0.998747	-0.482005
0.197209	0.998382	-0.48017
0.212379	0.997948	-0.47825
0.227549	0.997438	-0.476246
0.242718	0.996845	-0.474156
0.257888	0.99616	-0.47198
0.273058	0.995377	-0.469718
0.288228	0.994485	-0.467369
0.303398	0.993479	-0.464934
0.318568	0.992347	-0.462412
0.333738	0.991082	-0.459801
0.348908	0.989674	-0.4571
0.364078	0.988114	-0.454307
0.379248	0.986391	-0.451417
0.394417	0.984497	-0.448427
0.409587	0.982421	-0.445332
0.424757	0.980151	-0.442125
0.439927	0.977678	-0.4388
0.455097	0.974989	-0.435348
0.470267	0.972073	-0.43176
0.485437	0.968917	-0.428027
0.500607	0.965508	-0.424137
0.515777	0.961832	-0.420078
0.530947	0.957875	-0.415838
0.546117	0.953623	-0.411404
0.561286	0.949057	-0.406762
0.576456	0.944162	-0.401898
0.591626	0.938921	-0.3968
0.606796	0.933313	-0.391452
0.621966	0.927321	-0.385843
0.637136	0.920925	-0.379961
0.652306	0.914103	-0.373794
0.667476	0.906836	-0.367335
0.682646	0.899104	-0.360576
0.697816	0.890888	-0.353513
0.712985	0.882168	-0.346145
0.728155	0.872927	-0.338475
0.743325	0.863151	-0.330508
0.758495	0.852828	-0.322254
0.773665	0.841949	-0.313728
0.788835	0.830508	-0.304947
0.804005	0.818505	-0.295934
0.819175	0.805945	-0.286716
0.834345	0.792835	-0.277323
0.849515	0.779192	-0.267789
0.864684	0.765035	-0.25815
0.879854	0.75039	-0.248444
0.895024	0.735287	-0.238711
0.910194	0.719762	-0.228992
0.925364	0.703855	-0.219325
0.940534	0.687607	-0.209751
0.955704	0.671066	-0.200305
0.970874	0.654279	-0.191023
0.986044	0.637295	-0.181936
