10 0.0442745 12.5 -8.1 225.811
20 0.0760691 9.5 -5.1 221.636
30 0.122464 7.5 -3.9 217.426
40 0.180061 6.3 -3.1 213.166
50 0.248314 4.75 -2.375 208.901
60 0.328303 3.95 -1.925 204.513
70 0.411166 3.275 -1.625 200.064
80 0.514644 2.525 -1.225 195.569
90 0.61351 2.075 -1.025 190.988
100 0.747719 1.625 -0.775 186.325
110 0.851098 1.375 -0.675 181.62
120 0.973806 1.175 -0.575 176.821
130 1.11614 0.87 -0.395 171.924
140 1.27831 0.71 -0.325 166.905
150 1.3775 0.59 -0.275 161.833
160 1.32166 0.51 -0.215 156.518
170 1.69824 0.41 -0.175 151.292
180 1.79567 0.35 -0.145 145.855
190 2.00348 0.27 -0.125 140.231
200 2.11052 0.23 -0.105 134.46
210 2.28598 0.1975 -0.0825 128.485
220 2.38606 0.1675 -0.0675 122.374
230 2.57656 0.1375 -0.0525 115.982
240 2.68539 0.1225 -0.0475 109.282
250 2.76353 0.0975 -0.0375 102.317
260 2.92955 0.0725 -0.0275 95.0216
270 3.02398 0.0725 -0.0235 87.3117
280 3.15344 0.0565 -0.0165 78.9602
290 3.22711 0.0475 -0.0125 69.996
300 3.28039 0.0415 -0.0095 60.2601
310 3.30988 0.0375 -0.0075 49.629
320 3.35561 0.0355 -0.0065 38.0678
330 3.37551 0.0315 -0.0045 23.3082
10 0.020156 1135 555 225.876
20 0.0555229 365 185 221.72
30 0.107905 102.5 52.5 217.482
40 0.16637 207.5 102.5 213.241
50 0.239693 22.5 12.5 208.915
60 0.316031 18.375 8.875 204.525
70 0.412192 8.875 4.375 200.107
80 0.503132 7.125 3.375 195.591
90 0.622358 4.375 2.125 191.027
100 0.744806 3.375 1.625 186.373
110 0.867547 2.225 1.075 181.658
120 0.983544 1.625 0.775 176.849
130 1.11061 1.175 0.575 171.958
140 1.26325 1.025 0.475 166.98
150 1.43048 0.725 0.325 161.878
160 1.59786 0.53 0.21 156.685
170 1.68697 0.47 0.19 151.386
180 1.88015 0.39 0.15 145.91
190 2.00893 0.27 0.11 140.342
200 2.20295 0.23 0.09 134.588
210 2.31685 0.19 0.07 128.597
220 2.46985 0.15 0.05 122.471
230 2.58775 0.15 0.05 116.125
240 2.746 0.09 0.03 109.497
250 2.84333 0.09 0.03 102.406
260 3.04018 0.09 0.03 95.15
270 3.16408 0.09 0.03 87.3894
280 3.38294 0.11 0.03 79.0419
290 3.53814 0.11 0.03 70.16
300 3.62257 0.03 0.01 60.3831
310 3.68467 0.03 0.01 49.9181
320 3.85785 0.03 0.01 38.088
330 4.04342 0.05 0.01 23.8465
