10 3.93586 3.93586 0.0391826 0.0391826 0.0249306 0.0249306 225.817 0.388722
20 3.97552 3.97552 0.0568053 0.0568053 0.0494438 0.0494438 221.649 0.364733
30 3.93957 3.93957 0.0914459 0.0914459 0.0877266 0.0877266 217.444 0.357739
40 3.93471 3.93471 0.138661 0.138661 0.136096 0.136096 213.169 0.354916
50 3.92917 2.05925 0.193827 0.187408 0.19156 0.184087 208.913 0.353524
60 3.93904 2.01333 0.260114 0.203426 0.258184 0.198644 204.536 0.353387
70 3.93753 2.01547 0.333025 0.21768 0.331309 0.210596 200.089 0.35338
80 3.93337 2.01967 0.413498 0.240195 0.412185 0.23151 195.587 0.353481
90 3.93724 2.03001 0.500514 0.273693 0.49993 0.264974 191.019 0.353542
100 3.93438 2.03712 0.597245 0.320531 0.597497 0.312783 186.374 0.353963
110 3.93492 2.06474 0.695561 0.410122 0.697085 0.403943 181.656 0.355013
120 3.95182 2.0858 0.800193 0.484742 0.803835 0.478568 176.856 0.355462
130 3.93228 2.08619 0.912156 0.545711 0.917933 0.538019 171.963 0.355902
140 3.944 2.10186 1.02978 0.595979 1.03885 0.587024 166.978 0.356883
150 3.95586 2.11899 1.14823 0.64016 1.16191 0.631695 161.887 0.357393
160 3.96143 2.15743 1.25436 0.767581 1.2587 0.764774 156.539 0.357812
170 3.94431 2.13505 1.40073 0.740485 1.42334 0.738487 151.371 0.358005
180 3.93538 2.14231 1.5247 0.795363 1.55284 0.798658 145.922 0.358888
190 3.94087 2.15859 1.66307 0.865286 1.69862 0.874531 140.326 0.359232
200 3.94201 2.17447 1.78965 0.933813 1.83284 0.949544 134.557 0.359149
210 3.94489 2.20151 1.93066 1.03331 1.98234 1.05272 128.627 0.359343
220 3.94291 2.22207 2.07621 1.12031 2.13515 1.14437 122.477 0.359255
230 3.92948 2.23457 2.21941 1.1998 2.2852 1.23002 116.124 0.359211
240 3.94304 2.26203 2.35388 1.27566 2.42811 1.31394 109.48 0.358737
250 3.93033 2.2747 2.48301 1.35044 2.56225 1.39559 102.533 0.357965
260 3.95083 2.30626 2.62914 1.4408 2.71371 1.49283 95.213 0.357422
270 3.93979 2.32457 2.75655 1.52558 2.83975 1.58116 87.4536 0.35686
280 3.93918 2.35048 2.87232 1.61184 2.95365 1.66911 79.152 0.356014
290 3.94628 2.38398 3.00445 1.71513 3.07999 1.77068 70.186 0.355425
300 3.94737 2.42686 3.11276 1.82036 3.18062 1.87211 60.4733 0.354304
310 3.93862 2.4843 3.17461 1.91403 3.24146 1.96639 49.8731 0.353561
320 3.94838 2.5558 3.26003 2.01887 3.32881 2.07474 38.4636 0.352872
330 3.93468 2.66298 3.28271 2.11382 3.37066 2.19103 26.1022 0.352043
