10 0.00621467 0.9995 -2.75
20 0.0139433 0.9995 -3.45
30 0.0429867 0.9995 -4.05
40 0.108005 0.9995 -4.65
50 0.22281 0.9985 -5.25
60 0.377917 0.9995 -5.85
70 0.69905 0.9975 -6.25
80 1.00232 0.9945 -6.65
90 1.62079 0.9905 -7.15
100 2.26232 0.9835 -7.45
110 3.06404 0.9755 -7.75
120 4.55354 0.9735 -7.85
130 6.45408 0.9435 -7.45
