10 -1 4.1884 2.11439 0.0952573 0.0513193 3.33161 0.076081
20 -1 4.13587 2.09565 0.09632 0.0538331 3.30174 0.0777977
30 -1 4.08759 2.07927 0.118041 0.0658425 3.25451 0.0958072
40 -1 4.11839 2.10525 0.161003 0.0894096 3.28483 0.130083
50 -1 4.14992 2.1326 0.220417 0.123456 3.31354 0.179452
60 -1 4.09803 2.12027 0.288457 0.160033 3.26171 0.235084
70 -1 4.17366 2.17487 0.375204 0.211195 3.3347 0.304478
80 -1 4.11099 2.16075 0.466194 0.266047 3.29077 0.380891
90 -1 4.11931 2.18516 0.561634 0.31924 3.285 0.459844
100 -1 4.13098 2.21063 0.67248 0.383204 3.30703 0.547639
110 -1 4.15723 2.25296 0.777171 0.449658 3.30236 0.636209
120 -1 4.15572 2.27954 0.91747 0.533709 3.31366 0.745437
130 -1 4.09104 2.27067 1.02305 0.607036 3.26561 0.832177
140 -1 4.11963 2.32384 1.13679 0.680924 3.28531 0.933079
150 -1 4.10815 2.34654 1.28378 0.775337 3.2801 1.04234
160 -1 4.1502 2.40978 1.44919 0.889356 3.31 1.18006
170 -1 4.15517 2.45698 1.55196 0.966862 3.31619 1.25961
180 -1 4.11224 2.46877 1.68056 1.0647 3.29249 1.36726
190 -1 4.11073 2.50076 1.83356 1.1652 3.28082 1.48681
200 -1 4.08339 2.53629 1.97583 1.28018 3.2524 1.60134
210 -1 4.15473 2.63432 2.11572 1.41173 3.31275 1.71224
220 -1 4.13579 2.68449 2.3131 1.5785 3.30523 1.86564
230 -1 4.1611 2.75114 2.48438 1.71981 3.31432 1.99811
240 -1 4.14184 2.80074 2.68499 1.89572 3.29498 2.15353
250 -1 4.15991 2.85589 2.94963 2.08743 3.30492 2.35313
260 -1 4.1544 2.92895 3.14473 2.29713 3.31348 2.50782
270 -1 4.08336 2.96939 3.33912 2.52149 3.26982 2.67774
280 -1 4.12418 3.08315 3.63137 2.80382 3.29148 2.90049
290 -1 4.09726 3.21993 4.04691 3.13242 3.27856 3.24161
