5 4 173.862 2.05396 52.6743
10 4 171.507 2.06056 53.9483
15 4 169.211 2.05788 53.5556
20 4 166.891 2.11335 55.0874
25 4 164.599 2.01859 53.8134
30 4 162.246 2.05712 54.1015
35 4 160.002 2.06622 56.4201
40 4 157.638 2.07409 56.3243
45 4 155.364 2.03963 57.0242
50 4 152.971 2.02639 57.4789
55 4 150.735 2.08257 56.6798
60 4 148.358 2.0701 57.8621
65 4 146.097 1.97384 57.9142
70 4 143.641 2.05208 57.2725
75 4 141.455 2.07812 59.9776
80 4 139.137 1.97727 58.7404
85 4 136.768 2.01068 58.661
90 4 134.378 2.01843 59.389
95 4 132.204 2.05222 58.6382
100 4 129.822 1.9622 59.9531
105 4 127.449 2.01756 59.4085
110 4 125.158 1.90904 59.6461
115 4 122.878 2.02857 59.5038
120 4 120.483 1.99328 60.8295
125 4 118.205 2.02947 59.9979
130 4 115.865 1.98303 60.9467
135 4 113.588 1.98285 60.5015
140 4 111.266 1.95102 60.9464
145 4 108.921 2.01354 61.9872
150 4 106.621 1.95385 63.8516
155 4 104.294 1.97351 64.5975
160 4 102.024 1.96041 65.2202
165 4 99.6676 1.92655 63.586
170 4 97.3793 1.92057 63.6779
175 4 95.0195 1.94952 64.0017
180 4 92.6888 1.98011 64.4122
185 4 90.3594 1.91792 65.901
190 4 88.1074 1.95542 66.1513
195 4 85.7087 1.91872 66.7833
200 4 83.4133 1.95632 67.3176
205 4 81.0586 1.92793 67.4475
210 4 78.7315 1.93913 65.6036
215 4 76.4218 1.90587 65.7648
220 4 74.1142 1.96193 66.7473
225 4 71.7921 1.88853 66.5494
230 4 69.4074 1.96958 69.7303
235 4 67.1035 1.85978 67.135
240 4 64.8331 1.93946 71.5114
245 4 62.5209 1.89245 67.7391
250 4 60.1861 1.97975 68.5291
255 4 57.8156 1.90403 67.975
260 4 55.4818 1.97501 68.7845
265 4 53.2255 1.90871 69.5465
270 4 50.8376 1.95759 72.6927
275 4 48.5164 1.99479 71.6756
280 4 46.2125 2.00504 71.4727
285 4 43.8864 1.96818 73.7367
290 4 41.5215 1.99652 74.2761
295 4 39.3291 2.07152 73.0694
300 4 36.8901 1.94927 73.8081
305 4 34.576 1.99892 73.854
310 4 32.1909 1.9888 78.1704
315 4 29.94 2.11453 80.219
320 4 27.6167 1.95729 79.0959
325 4 25.2888 2.01793 83.8714
330 4 22.9679 1.96359 83.6602
335 4 20.6088 2.00158 89.3453
340 4 18.1795 1.9512 99.4274
345 4 15.9002 2.00826 117.541
350 4 13.5171 1.82089 143.582
355 4 10.6092 2.15896 189.75
360 4 7.35494 2.44235 271.613
