4 100 279 277.787 3.88827 
4 110 269 269.702 5.76202 
4 120 259 258.534 6.41891 
4 130 249 247.119 6.48415 
4 140 239 238.068 5.22931 
4 150 229 229.548 5.57189 
4 160 219 221.977 6.5297 
4 170 209 216.158 5.28882 
4 180 199 211.77 4.6604 
4 190 189 187.61 6.87383 
4 200 179 177.64 5.61321 
4 210 169.001 168.308 6.01265 
4 220 159 158.101 6.19412 
4 230 149 148.096 5.6693 
4 240 139 137.774 5.778 
4 250 129 127.972 6.32181 
4 260 119.001 118.139 5.75415 
4 270 108.999 108.181 5.74772 
4 280 99.0001 98.0592 5.44659 
4 290 89.0003 88.017 5.81952 
4 300 79 78.1949 5.78933 
