126 0.234229 0.455745 2.88767 0.176211 0.350611 0.702664 0.0691665 0.194234 0.340733 0.0706086 0.185227 0.722445 0.0140881 0.058469 0.15583 0.00769305 0.0386171 0.0882873 0.0001 0.0655251 0.170368 0.0001 0.0370527 0.0930238
64 0.247552 0.454646 3.00918 0.1753 0.353053 0.74207 0.0760043 0.182005 0.313672 0.0626758 0.156547 0.760189 0.0431313 0.0926306 0.156249 0.0235577 0.0521081 0.0926721 0.0001 0.105399 0.181199 0.0001 0.0585058 0.100623
14 0.183926 0.461018 3.12118 0.149589 0.329324 0.780994 0.065914 0.193103 0.358212 0.0723074 0.214438 0.68739 0.0529549 0.125181 0.229878 0.0537693 0.119635 0.351423 0.155405 0.439962 1.03768 0.093046 0.24131 0.600122
13 0.255811 0.45961 2.85676 0.162322 0.343912 0.72885 0.0838512 0.19348 0.417887 0.0656181 0.158324 0.612073 0.0355078 0.094548 0.213515 0.0390978 0.112857 0.407828 0.103728 0.296703 1.17635 0.0613063 0.17022 0.65761
12 0.218966 0.448508 2.80983 0.177663 0.353359 0.70675 0.119976 0.202921 0.367283 0.0871518 0.249588 0.903523 0.0372988 0.100529 0.212292 0.0371632 0.134894 0.466361 0.14934 0.376519 1.3209 0.0850477 0.224086 0.727672
11 0.215192 0.47143 2.62719 0.17905 0.337116 0.673456 0.087795 0.196999 0.369186 0.0579782 0.124809 0.471457 0.0560545 0.136041 0.253031 0.0485228 0.147717 0.859417 0.152697 0.448597 1.61739 0.0883616 0.262176 0.855429
10 0.216964 0.447503 2.78421 0.159905 0.323917 0.699878 0.0584147 0.163598 0.274364 0.0903115 0.156146 0.426101 0.0387279 0.11829 0.291832 0.0627027 0.23121 1.08539 0.225589 0.653765 2.08728 0.137806 0.381713 1.15918
10 0.183159 0.453458 3.14807 0.163318 0.33669 0.803474 0.112739 0.220773 0.357027 0.069991 0.15607 0.385971 0.0853688 0.177091 0.29967 0.0738986 0.188892 1.28607 0.310096 0.652038 2.49316 0.183092 0.379596 1.35964
9 0.219057 0.443928 2.77821 0.176067 0.331507 0.676781 0.0979147 0.218951 0.329696 0.0637157 0.140478 0.313634 0.0604946 0.164074 0.337785 0.0780265 0.213368 1.41829 0.310093 0.710339 2.39423 0.184249 0.427593 1.37241
9 0.230899 0.455254 3.04199 0.168225 0.338964 0.816544 0.091279 0.193504 0.337712 0.0383093 0.10165 0.250763 0.054616 0.121108 0.20894 0.0743065 0.206397 1.57511 0.274492 0.710169 2.64644 0.159404 0.412911 1.46898
8 0.154523 0.496198 2.27266 0.128068 0.344454 0.785797 0.0808744 0.25983 0.428682 0.0619524 0.187081 0.647952 0.0591725 0.163592 0.330138 0.128395 0.406468 1.64197 0.521708 0.987932 2.62973 0.30827 0.547713 1.56989
8 0.215672 0.493346 2.57705 0.183359 0.348089 0.670429 0.0742495 0.196769 0.39287 0.0490572 0.133447 0.513511 0.0425907 0.116355 0.275866 0.0812231 0.299425 1.99523 0.329372 0.768399 2.97225 0.194109 0.45659 1.5942
8 0.208446 0.442832 3.21046 0.155373 0.332662 0.865463 0.101053 0.216487 0.348379 0.0452023 0.130351 0.402261 0.0781811 0.150187 0.353035 0.16055 0.364472 2.38815 0.398794 0.984585 3.9554 0.244049 0.579029 2.24684
7 0.162749 0.516626 2.01764 0.138551 0.344664 0.796026 0.0895881 0.190375 0.335371 0.0340915 0.117045 0.306316 0.0595102 0.150967 0.358195 0.348637 0.92763 4.51928 0.564541 1.28193 4.88049 0.331826 0.756065 2.64184
7 0.218658 0.488731 2.41701 0.173633 0.326146 0.688343 0.0700701 0.182566 0.340985 0.093703 0.23859 0.72266 0.0681801 0.174902 0.331755 0.336953 0.827109 3.90953 0.464279 1.25443 5.14137 0.287095 0.737932 2.98846
7 0.251603 0.477762 2.70752 0.168692 0.350096 0.71687 0.0798485 0.194764 0.350025 0.0884925 0.182248 0.973131 0.0587671 0.116907 0.205048 0.362365 0.748169 3.86875 0.45008 1.1087 5.66505 0.268266 0.64324 3.34072
7 0.238565 0.457185 3.2236 0.165564 0.329208 0.95741 0.110259 0.187299 0.467573 0.0735463 0.195112 1.20552 0.0772366 0.146463 0.268717 0.303143 0.603762 4.18072 0.505492 1.32141 6.36641 0.301721 0.762545 3.63857
6 0.162334 0.522059 2.08355 0.128408 0.327151 0.836905 0.0707244 0.148912 0.350758 0.287656 0.788914 2.62022 0.0698154 0.160308 0.399183 1.036 2.0202 7.65786 1.02234 2.25962 6.91242 0.597626 1.3296 3.78869
6 0.18246 0.470683 2.17434 0.149414 0.325252 0.762263 0.06625 0.16612 0.324038 0.22068 0.575917 1.9153 0.0558754 0.128466 0.247189 1.00503 1.81942 6.15502 0.969484 2.03846 7.0597 0.585225 1.25741 3.86598
6 0.219799 0.530289 1.83564 0.180217 0.343381 0.691272 0.107809 0.254132 0.499839 0.416344 0.947318 4.58618 0.0672474 0.156568 0.400857 1.02117 1.83524 6.04901 0.813493 1.69491 7.23408 0.477761 1.02713 3.94245
6 0.26377 0.488897 2.76884 0.164573 0.341529 0.814024 0.116316 0.188777 0.367049 0.243792 0.646905 4.53964 0.042756 0.106282 0.27303 0.9947 1.78157 5.57745 0.70005 1.76359 7.47946 0.437268 1.1161 4.04806
6 0.26377 0.488897 2.76884 0.164573 0.341529 0.814024 0.116316 0.188777 0.367049 0.243792 0.646905 4.53964 0.042756 0.106282 0.27303 0.9947 1.78157 5.57745 0.70005 1.76359 7.47946 0.437268 1.1161 4.04806
6 0.265384 0.477052 2.78397 0.172227 0.342007 0.85908 0.0788512 0.199167 0.523974 0.372275 0.778048 5.77508 0.0369146 0.111884 0.244446 0.92922 1.77741 5.51287 0.756463 1.89407 7.60198 0.44025 1.09689 4.07537
6 0.234184 0.457717 3.22293 0.172736 0.333158 0.981357 0.133346 0.233408 0.346446 0.246295 0.536258 5.06807 0.136111 0.251237 0.390793 0.855265 1.54305 5.5932 0.910963 2.03095 7.60835 0.527214 1.19699 4.11949
6 0.241192 0.533074 3.78845 0.166717 0.359321 1.30741 0.0821656 0.147865 0.830434 0.264654 0.632015 6.58114 0.0801678 0.196309 0.393088 1.03176 1.82471 5.67394 0.880824 2.18398 8.13139 0.488517 1.27634 4.3378
5 0.218562 0.580126 1.47872 0.14816 0.351352 0.755831 0.116434 0.228062 0.366265 0.185258 1.52293 4.44851 0.148953 0.292613 0.651981 4.44472 7.78011 31.3245 1.56454 3.72358 7.80683 0.999332 2.39853 4.79135
5 0.19582 0.508942 2.14708 0.141239 0.330986 0.773569 0.0728124 0.18858 0.521216 0.428756 1.37401 4.56259 0.0821384 0.250379 0.757131 4.26269 7.64319 27.3131 1.60424 3.59642 8.01895 0.991197 2.23456 4.34378
5 0.162312 0.492197 2.3971 0.119516 0.319226 0.824412 0.0994672 0.214257 0.427355 0.355276 0.77729 2.61648 0.0844 0.311414 0.589285 3.94744 7.55561 23.2659 1.62344 3.28025 8.18696 1.06955 2.1492 4.32339
5 0.149046 0.492241 2.52469 0.110604 0.321146 0.859037 0.0729411 0.204529 0.496105 0.435696 1.19287 4.10804 0.0756837 0.263072 0.558214 3.7607 7.42904 19.8111 1.52036 2.8644 8.19993 1.03428 1.90443 4.9672
5 0.183031 0.455824 2.54503 0.129746 0.30553 0.865602 0.0673113 0.210704 0.454226 0.458879 1.10283 3.30172 0.0966201 0.223576 0.521882 3.78031 7.39161 16.4004 1.49754 2.69828 8.12052 0.894263 1.6482 6.45572
5 0.206569 0.47406 2.57743 0.158325 0.316594 0.916929 0.0816165 0.161796 0.404389 0.201953 0.550957 2.58647 0.0829787 0.234834 0.568411 3.76466 7.08114 13.8036 1.26659 2.65589 9.33824 0.83967 1.58782 8.4063
5 0.292367 0.537776 2.52097 0.18897 0.366828 0.919987 0.0502389 0.199996 0.646063 1.05295 2.26985 10.3128 0.0584183 0.235654 0.762779 3.66798 7.01526 11.5267 1.26019 2.75486 11.5319 0.779882 1.60167 10.1795
5 0.239706 0.460714 3.18653 0.163007 0.314142 1.16262 0.0763836 0.182862 0.452663 0.175769 0.607823 16.2626 0.10902 0.242152 0.605599 3.53892 6.79121 9.6411 1.40812 3.30149 13.8375 0.868465 2.04802 11.9695
5 0.179414 0.431461 3.74075 0.167728 0.29454 1.34799 0.0922429 0.229496 0.491551 1.19816 2.34161 5.781 0.120281 0.282982 0.560499 3.39433 6.76523 9.12651 1.57318 3.83006 16.0279 0.932298 2.27183 13.604
5 0.292827 0.574131 3.26941 0.180506 0.392834 1.27103 0.0846186 0.181781 0.768601 0.335557 0.657793 3.57974 0.0753432 0.240528 0.992812 3.39516 6.85132 9.37132 1.47598 3.88024 18.325 0.861325 2.31436 15.2532
4 0.2516 0.565673 1.59159 0.139622 0.321691 0.889111 0.214837 0.522371 1.26782 7.34617 15.4027 38.1527 0.891779 1.63838 4.89577 6.79366 11.6285 43.4282 3.8216 7.23113 20.5127 2.46487 4.50421 16.7654
