0 0.012 0.007
1 0.002 0.002
2 0.005 0.003
3 0.005 0.003
4 0.005 0.003
5 0.006 0.003
6 0.005 0.003
7 0.006 0.004
8 0.006 0.003
9 0.006 0.004
10 0.006 0.004
11 0.006 0.004
12 0.006 0.004
13 0.006 0.004
14 0.006 0.004
15 0.006 0.004
16 0.006 0.004
17 0.006 0.004
18 0.006 0.004
19 0.006 0.004
20 0.006 0.004
21 0.007 0.004
22 0.007 0.004
23 0.007 0.004
24 0.007 0.004
25 0.007 0.004
26 0.007 0.004
27 0.007 0.004
28 0.007 0.004
29 0.007 0.004
30 0.008 0.005
31 0.008 0.005
32 0.008 0.005
33 0.008 0.005
34 0.008 0.005
35 0.008 0.005
36 0.008 0.005
37 0.009 0.005
38 0.009 0.005
39 0.009 0.005
40 0.009 0.005
41 0.009 0.006
42 0.010 0.006
43 0.010 0.006
44 0.010 0.006
45 0.010 0.006
46 0.011 0.006
47 0.011 0.007
48 0.012 0.007
49 0.012 0.007
50 0.012 0.007
51 0.013 0.008
52 0.014 0.008
53 0.015 0.008
54 0.015 0.009
55 0.016 0.009
56 0.017 0.010
57 0.019 0.011
58 0.021 0.012
59 0.025 0.015
60 0.030 0.016
61 0.030 0.019
62 0.031 0.020
63 0.044 0.073
