1 3 174.91 2.1094 56.3521 250.773 0.358282
2 3 174.56 2.10505 58.4025 249.257 0.116868
3 3 174.027 2.12982 57.025 248.87 0.150939
4 3 173.582 2.07474 57.906 248.476 0.137287
5 3 173.112 2.07462 55.8006 248.095 0.139184
6 3 172.713 2.04509 57.585 247.716 0.162014
7 3 172.239 1.99568 54.4608 247.314 0.200404
8 3 171.772 2.0725 55.599 246.946 0.189491
9 3 171.248 2.0325 56.2349 246.553 0.208983
10 3 170.785 2.08945 56.2803 246.154 0.261689
11 3 170.425 2.09267 55.3642 245.772 0.270044
12 3 169.909 2.08067 55.7277 245.386 0.284167
13 3 169.502 2.04893 57.6323 244.993 0.295313
14 3 168.938 2.07372 57.4182 244.613 0.301797
15 3 168.515 2.12045 54.5865 244.22 0.316496
16 3 168.072 1.98804 57.3133 243.835 0.32271
17 3 167.506 2.13668 61.398 243.433 0.331964
18 3 167.109 2.09872 59.2811 243.053 0.342897
19 3 166.626 2.03013 58.9451 242.671 0.350588
20 3 166.145 1.98595 58.5358 242.265 0.358519
21 3 165.748 2.10416 60.3556 241.885 0.369127
22 3 165.343 2.06172 56.886 241.496 0.375719
23 3 164.867 2.05628 57.8139 241.086 0.384413
24 3 164.288 2.05608 60.0933 240.706 0.396918
25 3 163.886 1.94082 54.6791 240.318 0.405942
26 3 163.349 2.14933 55.5623 239.917 0.412443
27 3 162.968 1.94132 57.7737 239.519 0.41667
28 3 162.454 2.04314 54.7834 239.128 0.429568
29 3 162.063 2.05333 57.2913 238.74 0.435981
30 3 161.568 2.10344 57.2475 238.345 0.453644
31 3 161.199 2.0162 57.5351 237.949 0.445933
32 3 160.708 1.99349 58.0912 237.551 0.460418
33 3 160.26 2.04034 61.4379 237.157 0.475494
34 3 159.71 2.1346 58.7727 236.747 0.478029
35 3 159.249 2.05738 57.9755 236.354 0.48163
36 3 158.827 2.0533 53.9678 235.962 0.493424
37 3 158.36 2.00411 58.4767 235.561 0.502018
38 3 157.952 2.08217 59.472 235.167 0.496321
39 3 157.475 2.11775 57.2038 234.767 0.513089
40 3 156.898 2.05709 57.4227 234.367 0.524948
41 3 156.539 2.02604 61.4833 233.966 0.514353
42 3 156.073 2.02447 58.5156 233.561 0.53452
43 3 155.6 2.03201 59.4988 233.162 0.541346
44 3 155.156 2.03852 58.267 232.772 0.542721
45 3 154.751 1.93367 59.8576 232.365 0.549875
46 3 154.193 2.11123 54.1191 231.955 0.547729
47 3 153.69 2.05817 58.829 231.558 0.55997
48 3 153.294 2.00162 57.0382 231.162 0.56509
49 3 152.698 2.08359 58.9357 230.745 0.570241
50 3 152.428 2.08446 58.0031 230.354 0.58783
51 3 151.906 1.97689 58.2694 229.952 0.582039
52 3 151.512 2.03293 59.6344 229.542 0.591068
53 3 151.016 1.98247 59.9131 229.138 0.578947
54 3 150.535 2.09472 60.0125 228.735 0.606677
55 3 150.041 2.01045 56.8924 228.32 0.615763
56 3 149.611 2.09883 57.5665 227.907 0.620274
57 3 149.046 2.05066 58.0882 227.504 0.615649
58 3 148.537 1.90257 61.3707 227.114 0.627333
59 3 148.177 2.05845 56.2992 226.707 0.624077
60 3 147.831 2.0168 56.9356 226.289 0.645355
61 3 147.225 2.0058 59.8764 225.888 0.644511
62 3 146.867 2.0666 57.4559 225.477 0.635752
63 3 146.324 2.02227 56.4967 225.051 0.662572
64 3 145.917 1.96762 61.7592 224.647 0.667626
65 3 145.432 1.99437 56.8741 224.234 0.663566
66 3 145.007 1.98248 59.8513 223.84 0.654136
67 3 144.386 2.01578 60.3061 223.392 0.682371
68 3 144.071 1.98401 59.1811 223.006 0.687134
69 3 143.631 2.06168 58.1924 222.575 0.677414
70 3 143.065 2.03797 59.4603 222.18 0.685591
71 3 142.624 2.05481 56.0024 221.728 0.694413
72 3 142.187 2.01727 60.1806 221.355 0.71368
73 3 141.771 1.93533 58.8217 220.925 0.707453
74 3 141.232 1.93064 61.2672 220.507 0.713306
75 3 140.769 1.98159 58.0853 220.087 0.7095
76 3 140.348 2.01056 58.7272 219.664 0.709581
77 3 139.874 2.00423 57.195 219.26 0.717629
78 3 139.439 1.90955 60.1737 218.858 0.728961
79 3 139.03 2.00629 58.8944 218.401 0.748587
80 3 138.439 2.09416 59.5652 218.02 0.748624
81 3 138.089 1.99623 61.5696 217.576 0.738698
82 3 137.536 1.9287 60.4457 217.143 0.760731
83 3 137.116 2.01265 59.8142 216.741 0.766698
84 3 136.699 1.9548 57.1299 216.33 0.7503
85 3 136.213 2.02068 61.7141 215.896 0.756451
86 3 135.774 2.03068 58.949 215.471 0.77881
87 3 135.235 2.02798 58.5126 215.048 0.783874
88 3 134.771 2.02697 60.174 214.61 0.774587
89 3 134.375 1.93141 64.2132 214.203 0.776306
90 3 133.773 2.01628 57.5748 213.758 0.804158
91 3 133.493 1.95829 60.5796 213.354 0.805616
92 3 132.979 2.01678 59.5054 212.927 0.814316
93 3 132.551 1.99116 60.4738 212.494 0.806624
94 3 132.079 1.94471 61.1908 212.075 0.809186
95 3 131.607 1.95553 58.9159 211.66 0.838346
96 3 131.05 1.9983 60.9695 211.214 0.825273
97 3 130.737 1.91809 56.6738 210.785 0.816387
98 3 130.167 2.01956 57.3775 210.345 0.849114
99 3 129.626 1.99155 60.1176 209.922 0.84357
100 3 129.221 1.98633 61.7361 209.493 0.841958
101 3 128.823 2.07849 61.9018 209.069 0.846941
102 3 128.319 1.90168 58.9083 208.655 0.863329
103 3 127.762 1.91025 57.7934 208.197 0.861265
104 3 127.441 1.96517 59.1931 207.771 0.872629
105 3 127.026 1.97257 61.9405 207.3 0.875933
106 3 126.553 1.88445 59.4154 206.881 0.874424
107 3 125.964 2.00309 58.4431 206.453 0.879386
108 3 125.622 2.05428 61.4903 206.035 0.880951
109 3 125.105 1.97033 58.6609 205.601 0.883358
110 3 124.666 1.90502 61.4785 205.144 0.890355
111 3 124.189 2.01212 60.254 204.697 0.874814
112 3 123.725 1.92057 61.3367 204.256 0.879502
113 3 123.22 1.99387 59.1549 203.818 0.906644
114 3 122.769 1.98318 61.978 203.384 0.910081
115 3 122.387 1.99892 59.9628 202.965 0.910575
116 3 121.847 1.98711 61.6515 202.492 0.920572
117 3 121.335 1.93243 58.0774 202.035 0.955633
118 3 120.942 2.0227 62.202 201.634 0.919102
119 3 120.454 1.97209 58.8814 201.177 0.953262
120 3 120.086 1.92883 58.198 200.751 0.960218
121 3 119.549 2.03166 58.8596 200.318 0.975514
122 3 119.094 1.97308 61.7925 199.84 0.931643
123 3 118.622 1.91954 61.7922 199.416 0.993071
124 3 118.139 1.94899 63.5131 198.967 0.952612
125 3 117.693 1.88712 60.9907 198.502 0.963623
126 3 117.262 1.90165 61.8884 198.038 0.966217
127 3 116.818 1.94321 57.1776 197.618 0.974854
128 3 116.367 1.92545 64.2266 197.163 0.972019
129 3 115.805 1.99918 62.5196 196.733 0.984655
130 3 115.5 1.9388 60.6954 196.299 0.961138
131 3 115.022 1.94751 58.7746 195.821 0.992394
132 3 114.41 1.99636 60.1664 195.347 1.01248
133 3 114.015 1.96737 62.4254 194.896 1.01198
134 3 113.606 2.00443 60.6832 194.444 1.02719
135 3 113.13 1.95192 57.7825 193.985 1.00088
136 3 112.594 2.00824 63.2543 193.525 1.0482
137 3 112.166 1.95088 62.0063 193.051 1.05971
138 3 111.75 2.03508 61.2742 192.62 1.07055
139 3 111.292 1.95614 62.1783 192.179 1.04888
140 3 110.791 1.95227 61.3948 191.718 1.0591
141 3 110.266 1.82515 64.1432 191.234 1.06633
142 3 109.897 1.83477 63.0735 190.776 1.06399
143 3 109.5 1.91911 60.4355 190.319 1.02373
144 3 108.91 1.93051 62.0106 189.853 1.04491
145 3 108.465 1.93411 60.1368 189.423 1.07393
146 3 108.167 1.91495 60.031 188.972 1.09953
147 3 107.504 1.98174 64.0329 188.482 1.08896
148 3 107.028 1.98313 60.3902 188.038 1.08747
149 3 106.602 1.86794 61.9718 187.553 1.09768
150 3 106.151 1.94777 60.2973 187.063 1.09148
151 3 105.731 1.99878 61.9361 186.603 1.13191
152 3 105.27 1.96532 61.2481 186.16 1.1272
153 3 104.77 2.00194 61.7693 185.667 1.1198
154 3 104.321 1.91615 62.096 185.17 1.14675
155 3 103.804 1.83627 59.4661 184.742 1.12987
156 3 103.39 1.98696 61.1805 184.276 1.127
157 3 102.837 1.92187 61.4856 183.772 1.12336
158 3 102.489 1.95856 62.0518 183.32 1.12397
159 3 101.963 1.92457 61.0037 182.827 1.1502
160 3 101.454 1.99709 61.8779 182.353 1.1586
161 3 101.101 1.9564 60.2164 181.893 1.17785
162 3 100.616 1.8463 60.3645 181.437 1.18584
163 3 100.097 2.00345 63.0215 180.918 1.16512
164 3 99.6963 1.90813 58.7477 180.428 1.17823
165 3 99.1658 1.95158 61.5863 179.932 1.17751
166 3 98.7549 1.87329 59.581 179.519 1.16925
167 3 98.294 1.86053 61.9286 179.041 1.19032
168 3 97.8188 1.9745 64.0317 178.484 1.20656
169 3 97.3851 1.89406 67.3226 178.066 1.16273
170 3 96.9879 1.86371 61.7161 177.59 1.18282
171 3 96.3964 1.96889 60.1915 177.061 1.23704
172 3 96.0156 1.84091 63.5101 176.592 1.18189
173 3 95.442 2.02832 65.614 176.036 1.21735
174 3 95.066 1.96661 61.2641 175.619 1.23491
175 3 94.6545 2.02236 63.1646 175.098 1.27238
176 3 94.13 1.85906 60.2714 174.64 1.24698
177 3 93.6479 1.94165 63.5847 174.122 1.22628
178 3 93.2378 1.92768 63.8836 173.655 1.23048
179 3 92.7797 2.06727 64.0292 173.136 1.23655
180 3 92.2708 1.89082 61.738 172.621 1.25039
181 3 91.8659 1.97502 62.8697 172.185 1.23734
