35 1 329.9 329.845 3.19547 3.73701 
35 2 328.9 328.641 6.17133 4.59396 
35 3 327.9 327.39 3.18365 4.40045 
35 4 326.9 326.42 3.24341 4.28757 
35 5 325.9 325.648 3.27823 3.94837 
35 6 324.9 324.643 3.28897 3.87508 
35 7 323.9 323.561 3.27637 3.80129 
35 8 322.9 322.754 3.24121 3.81172 
35 9 321.9 321.975 3.19351 3.80989 
35 10 320.9 320.584 3.15103 4.20486 
35 11 319.9 319.416 3.13281 4.415 
35 12 318.9 318.494 3.14932 4.23521 
35 13 317.9 317.628 3.18716 3.9541 
35 14 316.9 316.63 3.22327 3.88274 
35 15 315.9 315.68 3.23654 3.7978 
35 16 314.9 314.827 3.216 3.73799 
35 17 313.9 313.875 3.17398 3.93048 
35 18 312.9 312.628 3.13309 4.2442 
35 19 311.901 311.549 3.11777 4.54876 
35 20 310.901 310.524 3.14078 4.49054 
35 21 309.901 309.514 3.18622 3.88145 
35 22 308.901 308.635 3.22687 3.89915 
35 23 307.9 307.762 3.23819 3.73573 
35 24 306.9 306.862 3.20709 3.72618 
35 25 305.9 305.844 3.14853 3.91723 
35 26 304.9 304.985 3.09048 3.90919 
35 27 303.9 303.426 3.0647 4.79985 
35 28 302.9 302.441 3.08807 4.64505 
35 29 301.9 301.384 3.1438 4.43549 
35 30 300.9 300.668 3.20117 3.97256 
35 31 299.9 299.608 3.23303 3.74581 
35 32 298.9 298.731 3.22552 3.75124 
35 33 297.9 297.876 3.18979 3.75268 
35 34 296.9 296.906 3.14615 3.83224 
35 35 295.9 295.76 3.1171 4.17769 
35 36 294.9 294.542 3.11462 4.40903 
35 37 293.9 293.497 3.13007 4.54688 
35 38 292.9 292.544 3.14819 3.92359 
35 39 291.9 291.669 3.15509 3.81399 
35 40 290.9 290.734 3.14359 3.72076 
35 41 289.9 289.706 3.12012 3.94266 
35 42 288.9 288.763 3.09647 3.85978 
35 43 287.9 287.733 3.08597 4.22199 
35 44 286.9 286.57 3.0965 4.31326 
35 45 285.9 285.533 3.12131 4.29621 
35 46 284.9 284.479 3.14706 4.08498 
35 47 283.9 283.659 3.16144 3.9435 
35 48 282.9 282.699 3.15872 3.73829 
35 49 281.9 281.741 3.14429 3.70699 
35 50 280.9 281 3.12729 3.836 
35 51 279.9 279.734 3.11646 4.15501 
35 52 278.9 278.421 3.11655 4.52078 
35 53 277.9 277.286 3.12418 4.56854 
35 54 276.9 276.526 3.13242 3.95745 
35 55 275.9 275.607 3.13443 3.78302 
35 56 274.9 274.643 3.12674 3.68144 
35 57 273.9 273.765 3.11377 3.68962 
35 58 272.9 272.862 3.1044 3.77017 
35 59 271.9 271.673 3.1073 4.09736 
35 60 270.9 270.751 3.12686 4.18648 
35 61 269.9 269.488 3.15417 4.31948 
35 62 268.9 268.665 3.1731 4.0474 
35 63 267.9 267.649 3.16846 3.87443 
35 64 266.9 266.8 3.13309 3.82768 
35 65 265.9 265.849 3.07953 3.76007 
35 66 264.9 264.824 3.03201 3.84225 
35 67 263.9 263.962 3.01614 3.78404 
35 68 262.9 262.547 3.04468 4.36375 
35 69 261.9 261.615 3.10092 4.38478 
35 70 260.9 260.51 3.15588 4.13752 
35 71 259.9 259.669 3.18436 3.85471 
35 72 258.9 258.776 3.17409 3.75179 
35 73 257.9 257.943 3.13515 3.6609 
35 74 256.9 256.937 3.08792 3.79975 
35 75 255.9 255.757 3.0562 4.14407 
35 76 254.9 254.556 3.05351 4.52097 
35 77 253.9 253.629 3.07196 4.58651 
35 78 252.9 252.421 3.09492 4.37025 
35 79 251.9 251.605 3.10774 3.83437 
35 80 250.9 250.776 3.10393 3.74854 
35 81 249.9 249.815 3.08876 3.66267 
35 82 248.9 248.901 3.07086 3.72277 
35 83 247.9 248.068 3.05933 3.71029 
35 84 246.9 246.822 3.05998 4.25774 
35 85 245.9 245.46 3.07005 4.53049 
35 86 244.9 244.457 3.08269 4.38432 
35 87 243.9 243.774 3.09062 3.91605 
35 88 242.9 242.84 3.09021 3.76301 
35 89 241.9 241.615 3.08455 3.79259 
35 90 240.9 240.768 3.07921 3.65047 
35 91 239.9 239.811 3.07921 3.88853 
35 92 238.9 238.995 3.08649 3.84985 
35 93 237.9 237.628 3.09709 4.19339 
35 94 236.9 236.587 3.10429 4.21285 
