2 19 0.998497 0.998497 1 0.981217
2 23 0.999382 0.999382 1 0.979604
2 27 0.997373 0.998949 1 0.980032
2 32 0.998671 0.999114 1 0.981842
2 38 0.997527 0.997939 1 0.979802
2 45 0.996676 0.997923 0.999169 0.979643
2 54 0.996302 0.997535 0.999178 0.979458
2 64 0.99542 0.996669 0.999167 0.979184
2 76 0.993405 0.995878 0.999176 0.977741
2 91 0.993308 0.995399 1 0.978252
2 108 0.987675 0.991372 0.999178 0.974528
2 128 0.988759 0.991674 0.999167 0.974188
2 152 0.984336 0.989283 0.998351 0.972383
2 181 0.984027 0.989071 0.998319 0.972678
2 215 0.97853 0.983485 0.99711 0.965731
2 256 0.974615 0.979609 0.995006 0.962963
2 304 0.96722 0.976836 0.993881 0.961101
2 362 0.967661 0.97564 0.99622 0.959261
2 431 0.960494 0.968724 0.99465 0.95144
2 512 0.954262 0.963825 0.993763 0.947609
2 609 0.945026 0.959424 0.993019 0.94459
2 724 0.932096 0.943332 0.985833 0.928188
2 861 0.921085 0.932594 0.98397 0.916564
2 1024 0.901707 0.920848 0.978789 0.904811
2 1218 0.888647 0.906916 0.975207 0.893867
2 1448 0.878676 0.897794 0.975735 0.884559
2 1722 0.852147 0.870552 0.964417 0.855828
2 2048 0.828101 0.854864 0.956768 0.841482
2 2435 0.794828 0.824569 0.937931 0.812931
3 19 0.992436 0.995461 0.996974 0.988654
3 23 0.994354 0.995609 0.997491 0.987453
3 27 0.994121 0.995724 0.996793 0.986104
3 32 0.993682 0.995939 0.99639 0.984657
3 38 0.992881 0.994975 0.99665 0.98325
3 45 0.989034 0.991143 0.994939 0.979755
3 54 0.989139 0.991228 0.995823 0.979532
3 64 0.986052 0.989011 0.994928 0.978022
3 76 0.984925 0.988693 0.994975 0.976968
3 91 0.981733 0.985981 0.996602 0.974936
3 108 0.980793 0.984551 0.993737 0.97286
3 128 0.975919 0.980989 0.993663 0.970004
3 152 0.973211 0.981164 0.994558 0.969025
3 181 0.967136 0.974819 0.994025 0.964575
3 215 0.967715 0.975262 0.993711 0.963522
3 256 0.95865 0.967511 0.990717 0.956962
3 304 0.951111 0.964889 0.993778 0.953778
3 362 0.946672 0.960751 0.989334 0.950512
3 431 0.929795 0.946929 0.984538 0.936899
3 512 0.911889 0.93086 0.982293 0.922007
3 609 0.899424 0.924679 0.982277 0.914488
3 724 0.883375 0.908685 0.97469 0.899752
3 861 0.867806 0.893244 0.969975 0.883653
3 1024 0.832109 0.864638 0.952781 0.857817
3 1218 0.811868 0.85011 0.951648 0.841758
3 1448 0.782957 0.8252 0.93445 0.820102
3 1722 0.742034 0.780637 0.909926 0.773284
3 2048 0.67998 0.720425 0.872599 0.712336
3 2435 0.614339 0.66131 0.831891 0.654718
