5 35 154.933 0.786019 908.933 0.367149
10 35 152.601 0.837583 927.361 11.1944
15 35 150.342 0.784315 892.679 0.662767
20 35 148.004 0.829875 884.459 0.772546
25 35 145.659 0.815794 876.172 0.856716
30 35 143.36 0.831555 867.886 0.956215
35 35 141.006 0.837308 859.486 1.04231
40 35 138.744 0.796678 851.057 1.11768
45 35 136.4 0.799307 842.54 1.18014
50 35 134.084 0.809852 834.022 1.27833
55 35 131.753 0.817726 825.409 1.34403
60 35 129.427 0.810823 816.709 1.37269
65 35 127.109 0.803002 808.016 1.47172
70 35 124.812 0.813816 799.257 1.4967
75 35 122.481 0.778202 790.384 1.61484
80 35 120.139 0.821899 781.455 1.67843
85 35 117.794 0.787193 772.368 1.77246
90 35 115.491 0.797146 763.291 1.73853
95 35 113.203 0.811684 754.212 1.85337
100 35 110.872 0.786676 744.923 1.92864
105 35 108.559 0.825899 735.618 2.00855
110 35 106.221 0.779472 726.23 1.98776
115 35 103.868 0.813299 716.642 2.05868
120 35 101.595 0.799311 707.053 2.12872
125 35 99.279 0.739047 697.367 2.16553
130 35 96.9575 0.811503 687.593 2.26624
135 35 94.6281 0.778054 677.703 2.38948
140 35 92.2744 0.801701 667.732 2.41871
145 35 89.9794 0.794001 657.585 2.49855
150 35 87.6873 0.784209 647.431 2.49024
155 35 85.2785 0.823592 636.979 2.53794
160 35 82.9739 0.759 626.662 2.66465
165 35 80.6504 0.794883 615.876 2.66163
170 35 78.2793 0.820962 605.125 2.91856
175 35 75.9899 0.782225 594.4 2.88313
180 35 73.6582 0.82571 583.324 3.11267
185 35 71.4083 0.839472 572.29 3.14668
190 35 68.9902 0.775021 560.941 3.23564
195 35 66.6948 0.786212 549.59 3.23223
200 35 64.3637 0.751679 537.691 3.23662
205 35 62.0554 0.810488 526.001 3.50628
210 35 59.6739 0.775324 514.007 3.51477
215 35 57.3495 0.813708 501.949 3.71163
220 35 55.0257 0.814803 489.148 3.76962
225 35 52.6737 0.76927 476.66 3.85807
230 35 50.3462 0.801006 463.71 3.99041
235 35 48.0142 0.795136 450.602 4.44502
240 35 45.6825 0.785825 436.753 4.20613
245 35 43.2977 0.767538 423.27 4.37695
250 35 40.9878 0.828772 409.091 5.30342
255 35 38.6582 0.819025 394.26 5.23421
260 35 36.3576 0.775581 379.787 5.11148
265 35 34.0186 0.813462 364.189 5.6059
270 35 31.6591 0.764663 348.666 5.79905
275 35 29.2246 0.820217 331.642 7.23145
280 35 27.0046 0.793836 314.586 6.81675
285 35 24.5925 0.782358 297.155 7.6562
290 35 22.2194 0.823991 277.887 8.32532
295 35 19.8798 0.807717 257.669 9.0582
300 35 17.4992 0.812929 236.81 10.1421
305 35 15.141 0.809053 213.991 9.99957
310 35 12.8203 0.757273 189.909 12.3381
315 35 10.4288 0.803036 161.827 13.0701
320 35 8.05977 0.80729 125.805 19.4383
325 35 5.62908 0.831306 89.0229 23.6672
330 35 0.248229 2.71768 41.6057 29.9688
