22.8997 9.16606
25.4777 9.30039
27.2022 9.87842
29.0049 10.4088
31.0455 10.8558
33.1258 11.4318
34.7066 11.8884
36.2028 12.283
37.7046 12.8673
39.1728 13.3427
40.6969 13.7795
42.3345 14.2703
43.8881 14.7932
45.1886 15.2183
46.4361 15.6997
47.7936 16.2068
49.0559 16.6894
50.3998 17.2136
51.7897 17.7111
53.1013 18.1604
54.2186 18.7146
55.1122 19.1155
56.0897 19.5634
57.3988 20.0632
58.7109 20.5725
59.7712 21.0546
60.9563 21.5468
62.0333 22.0752
63.0476 22.571
64.123 23.0333
65.1781 23.5991
66.1359 24.0483
67.1426 24.5117
68.2929 24.9454
69.2522 25.3982
69.9553 25.9647
71.2195 26.4012
72.1552 26.9021
72.8949 27.4363
73.8459 27.8899
74.8688 28.3831
75.7553 28.904
76.5694 29.483
77.4223 29.8783
78.3422 30.36
79.2913 30.8343
80.1427 31.3027
81.0261 31.758
81.9189 32.2704
82.7591 32.765
83.5711 33.2561
84.3953 33.7568
85.2508 34.2518
86.1312 34.7588
86.9496 35.2082
87.6835 35.69
88.5446 36.1357
89.4396 36.642
90.2924 37.1073
91.0693 37.6218
91.7829 38.1073
92.4729 38.6369
93.2396 39.1262
94.1292 39.6181
94.9118 40.0906
95.5139 40.6025
96.4271 41.0317
97.212 41.5059
97.8792 42.0338
98.5945 42.5158
99.3575 43.0179
100.125 43.4426
100.854 43.9447
101.526 44.4446
102.234 44.9702
103.05 45.4364
103.847 45.921
104.502 46.4044
105.115 46.8254
105.81 47.3377
106.582 47.9123
107.383 48.3088
108.107 48.7815
108.697 49.3541
109.334 49.8134
110.129 50.3342
110.788 50.851
111.378 51.2772
112.004 51.7869
112.723 52.2665
113.473 52.7198
114.187 53.1871
114.877 53.6516
115.559 54.1875
116.179 54.6694
116.742 55.1948
117.442 55.7127
118.139 56.1819
118.81 56.7091
119.484 57.1761
120.159 57.5915
120.822 58.0595
121.429 58.5257
121.967 59.0728
122.558 59.5256
123.286 60.0484
123.983 60.5596
124.601 61.033
125.181 61.5764
125.768 62.0438
126.387 62.5085
127.042 62.9953
127.678 63.4663
128.255 63.9326
128.869 64.3728
129.559 64.8826
130.132 65.3604
130.715 65.8896
131.322 66.3944
131.922 66.9279
132.538 67.3071
133.184 67.8555
133.787 68.3115
134.296 68.7825
134.838 69.2548
135.5 69.7762
136.115 70.2799
136.719 70.7285
137.304 71.2478
137.847 71.7518
138.398 72.2547
139.004 72.6945
139.633 73.162
140.238 73.6976
140.788 74.1922
141.292 74.6185
141.851 75.1031
142.413 75.5625
142.992 76.125
143.613 76.5881
144.221 77.0986
144.764 77.6074
145.281 78.1329
145.82 78.5387
146.382 79.059
146.965 79.5675
147.576 79.9698
148.13 80.4613
148.676 80.9452
149.272 81.4452
149.846 81.9386
150.332 82.4694
150.82 82.9132
151.397 83.428
151.979 83.9261
152.484 84.4016
152.994 84.8402
153.557 85.299
154.15 85.8569
154.738 86.2836
155.291 86.7821
155.802 87.2673
156.334 87.847
156.925 88.3211
157.431 88.8045
157.812 89.2852
158.413 89.7645
158.974 90.2645
159.486 90.7136
160.031 91.194
160.574 91.6852
161.073 92.1628
161.57 92.6596
162.103 93.1451
162.618 93.6708
163.097 94.2
163.68 94.6755
164.253 95.1298
164.776 95.5523
165.255 96.0699
165.724 96.5389
166.215 97.0496
166.742 97.5236
167.293 98.0349
167.783 98.5354
168.209 99.0533
168.8 99.5445
169.32 100.055
169.78 100.503
170.267 100.935
170.773 101.415
171.272 101.911
171.774 102.4
172.289 102.9
172.791 103.386
173.285 103.904
173.848 104.43
174.353 104.92
174.807 105.396
175.264 105.857
175.741 106.291
176.243 106.825
176.746 107.256
177.234 107.743
177.737 108.25
178.259 108.734
178.718 109.261
179.194 109.817
179.693 110.262
180.191 110.733
180.692 111.206
181.199 111.747
181.686 112.144
182.136 112.62
182.59 113.108
183.079 113.597
183.551 114.131
184.031 114.585
184.527 115.099
185.032 115.616
185.521 116.091
185.974 116.588
186.412 117.072
186.86 117.533
187.317 117.999
187.797 118.475
188.345 118.961
188.842 119.482
189.29 119.971
189.729 120.473
190.168 120.943
190.612 121.463
191.079 121.936
191.579 122.386
192.078 122.894
192.549 123.377
193.015 123.832
193.459 124.335
193.91 124.802
194.399 125.327
194.884 125.839
195.327 126.297
195.758 126.773
196.217 127.249
196.701 127.784
197.179 128.272
197.592 128.76
198.033 129.174
198.494 129.737
198.94 130.198
199.393 130.719
199.877 131.236
200.362 131.684
200.818 132.214
201.255 132.663
201.703 133.185
202.188 133.576
202.646 134.076
203.086 134.565
203.536 135.052
203.989 135.572
204.431 136.084
204.861 136.563
205.286 137.065
205.741 137.571
206.224 138.022
206.63 138.55
207.062 138.962
207.524 139.406
207.986 139.926
208.439 140.462
208.881 140.914
209.307 141.433
209.718 141.924
210.149 142.397
210.616 142.9
211.061 143.357
211.524 143.921
211.979 144.368
212.391 144.837
212.797 145.288
213.235 145.81
213.682 146.253
214.113 146.79
214.544 147.221
214.986 147.82
215.407 148.323
215.848 148.748
216.293 149.207
216.718 149.675
217.151 150.212
217.615 150.687
218.067 151.118
218.468 151.61
218.852 152.12
219.277 152.623
219.766 153.176
220.201 153.655
220.608 154.204
221.041 154.609
221.472 155.12
221.868 155.539
222.266 155.994
222.705 156.494
223.153 157.05
223.568 157.509
223.954 158.015
224.382 158.508
224.831 158.979
225.26 159.499
225.672 159.983
226.081 160.471
226.505 160.909
226.949 161.397
227.358 161.912
227.724 162.332
228.181 162.824
228.603 163.321
228.999 163.891
229.421 164.337
